,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date,Current Description
779,Paamiut,61.994,-49.6678,29.64,42,0,13.42,,GL,2021-10-24 22:48:35,clear sky
780,Marshfield,44.6689,-90.1718,47.39,57,1,10.36,,US,2021-10-24 22:48:35,clear sky
781,Khorramshahr,30.4397,48.1664,75.16,35,0,4.61,,IR,2021-10-24 22:48:35,clear sky
782,Ponta Do Sol,32.6667,-17.1,70.72,71,97,6.13,,PT,2021-10-24 22:46:46,overcast clouds
783,Cayenne,4.9333,-52.3333,78.84,89,90,10.0,,GF,2021-10-24 22:46:50,moderate rain
784,Romilly-Sur-Seine,48.5108,3.7263,42.12,64,2,5.01,,FR,2021-10-24 22:48:36,clear sky
785,Kodiak,57.79,-152.4072,45.91,76,90,5.75,,US,2021-10-24 22:48:36,overcast clouds
786,Khatanga,71.9667,102.5,0.32,89,78,16.26,,RU,2021-10-24 22:44:59,broken clouds
787,Arlit,18.7369,7.3853,82.02,12,2,2.21,,NE,2021-10-24 22:48:37,clear sky
788,Keuruu,62.2667,24.7,38.8,99,100,7.54,,FI,2021-10-24 22:48:37,overcast clouds
789,Yerbogachen,61.2767,108.0108,34.39,97,100,10.2,,RU,2021-10-24 22:48:37,light rain
790,Atar,20.5169,-13.0499,84.22,21,28,2.42,,MR,2021-10-24 22:48:38,scattered clouds
791,Silveira,39.1112,-9.3643,60.82,94,25,5.82,,PT,2021-10-24 22:48:38,scattered clouds
792,Norman Wells,65.282,-126.8329,23.04,93,90,5.75,,CA,2021-10-24 22:48:38,overcast clouds
793,Ocampo,21.65,-101.5,70.66,37,96,6.58,,MX,2021-10-24 22:48:39,overcast clouds
794,Bredasdorp,-34.5322,20.0403,49.28,87,0,4.61,,ZA,2021-10-24 22:48:39,clear sky
795,Bima,-8.4667,118.7167,81.41,73,64,3.11,,ID,2021-10-24 22:48:40,broken clouds
796,Puerto Ayora,-0.7393,-90.3518,78.76,87,100,10.33,,EC,2021-10-24 22:48:40,overcast clouds
797,Ribeira Grande,38.5167,-28.7,66.69,73,12,7.9,,PT,2021-10-24 22:48:41,few clouds
798,Pisco,-13.7,-76.2167,66.25,68,0,21.85,,PE,2021-10-24 22:44:50,clear sky
799,Dnestrovsc,46.6222,29.9133,44.96,64,8,6.91,,MD,2021-10-24 22:48:41,clear sky
800,Broome,42.2506,-75.833,52.63,80,90,1.01,,US,2021-10-24 22:46:03,overcast clouds
801,New Norfolk,-42.7826,147.0587,51.93,64,98,1.01,,AU,2021-10-24 22:48:42,overcast clouds
802,Acapulco,16.8634,-99.8901,79.54,85,100,7.78,,MX,2021-10-24 22:47:21,overcast clouds
803,Ternate,0.8,127.4,81.03,78,60,4.72,,ID,2021-10-24 22:48:42,broken clouds
804,Yulara,-25.2406,130.9889,66.04,42,0,11.5,,AU,2021-10-24 22:48:42,clear sky
805,Nantucket,41.2835,-70.0995,53.71,62,1,8.05,,US,2021-10-24 22:45:50,clear sky
806,Kokoshkino,55.5977,37.1695,31.89,80,0,8.95,,RU,2021-10-24 22:48:43,clear sky
807,Nelson Bay,-32.7167,152.15,70.29,64,18,1.99,,AU,2021-10-24 22:48:43,few clouds
808,Springbok,-29.6643,17.8865,58.96,29,0,9.95,,ZA,2021-10-24 22:48:43,clear sky
809,Road Town,18.4167,-64.6167,82.49,89,40,10.36,,VG,2021-10-24 22:47:45,scattered clouds
810,Akyab,20.15,92.9,75.92,78,86,4.9,,MM,2021-10-24 22:48:44,overcast clouds
811,Paita,-5.0892,-81.1144,70.36,80,45,16.8,,PE,2021-10-24 22:48:44,scattered clouds
812,Cap Malheureux,-19.9842,57.6142,74.46,70,90,8.01,,MU,2021-10-24 22:48:45,overcast clouds
813,Ulaangom,49.9811,92.0667,30.96,72,16,0.83,,MN,2021-10-24 22:48:45,few clouds
814,Kapaa,22.0752,-159.319,84.18,73,20,5.99,,US,2021-10-24 22:44:40,few clouds
815,Vikulovo,56.8167,70.6107,47.73,82,100,16.24,,RU,2021-10-24 22:48:46,overcast clouds
816,Tilichiki,60.4667,166.1,11.03,88,49,7.4,,RU,2021-10-24 22:46:49,scattered clouds
817,Alofi,-19.0595,-169.9187,80.49,54,54,18.41,,NU,2021-10-24 22:48:46,broken clouds
818,Butaritari,3.0707,172.7902,81.55,72,38,3.49,,KI,2021-10-24 22:44:32,scattered clouds
819,Clyde River,70.4692,-68.5914,11.75,82,55,5.26,,CA,2021-10-24 22:45:45,broken clouds
820,Mar Del Plata,-38.0023,-57.5575,64.42,39,0,9.22,,AR,2021-10-24 22:48:47,clear sky
821,Souillac,-20.5167,57.5167,74.35,73,40,12.66,,MU,2021-10-24 22:48:47,scattered clouds
822,Upernavik,72.7868,-56.1549,15.57,67,83,8.19,,GL,2021-10-24 22:45:28,broken clouds
823,Castro,-24.7911,-50.0119,55.56,96,89,3.11,,BR,2021-10-24 22:48:48,overcast clouds
824,Doha,25.2867,51.5333,82.29,72,0,2.3,,QA,2021-10-24 22:48:48,clear sky
825,Tucuman,-26.8241,-65.2226,86.0,17,0,18.41,,AR,2021-10-24 22:48:48,clear sky
826,San-Pedro,4.7485,-6.6363,76.59,90,99,6.4,,CI,2021-10-24 22:48:49,overcast clouds
827,Bengkulu,-3.8004,102.2655,75.15,89,100,4.63,,ID,2021-10-24 22:48:49,overcast clouds
828,Chernyy Yar,48.0624,46.1091,46.29,56,100,8.05,,RU,2021-10-24 22:48:49,overcast clouds
829,Popova,42.9603,131.7228,30.29,60,0,3.15,,RU,2021-10-24 22:48:50,clear sky
830,Darnah,32.767,22.6367,72.46,66,94,13.15,,LY,2021-10-24 22:48:50,overcast clouds
831,Aksu,41.1231,80.2644,45.82,48,0,3.13,,CN,2021-10-24 22:48:50,clear sky
832,Geraldton,-28.7667,114.6,65.12,88,100,5.75,,AU,2021-10-24 22:48:51,overcast clouds
833,Kampot,10.6167,104.1833,78.85,89,100,8.1,,KH,2021-10-24 22:48:51,overcast clouds
834,Naze,28.3667,129.4833,68.92,81,74,8.57,,JP,2021-10-24 22:48:52,broken clouds
835,Baiyin,36.5583,104.2081,38.28,67,25,5.48,,CN,2021-10-24 22:48:52,scattered clouds
836,Mnogovershinnyy,53.9353,139.9242,33.3,84,72,4.79,,RU,2021-10-24 22:48:52,broken clouds
837,Ponot,8.452,123.0222,79.41,85,59,1.68,,PH,2021-10-24 22:48:53,broken clouds
838,Adrar,20.5022,-10.0711,83.05,23,28,7.36,,MR,2021-10-24 22:48:53,scattered clouds
839,Nikolskoye,59.7035,30.7861,34.88,78,88,7.09,,RU,2021-10-24 22:44:12,overcast clouds
840,Tezu,27.9167,96.1667,68.58,73,42,2.66,,IN,2021-10-24 22:48:54,scattered clouds
841,Namibe,-15.1961,12.1522,63.43,85,0,4.88,,AO,2021-10-24 22:48:54,clear sky
842,Fare,-16.7,-151.0167,75.45,89,100,10.29,,PF,2021-10-24 22:46:41,moderate rain
843,Kabalo,-6.05,26.9167,68.31,96,100,3.69,,CD,2021-10-24 22:48:54,overcast clouds
844,Tigil,57.8,158.6667,21.81,98,84,4.59,,RU,2021-10-24 22:48:55,broken clouds
845,Faanui,-16.4833,-151.75,75.85,89,100,13.85,,PF,2021-10-24 22:48:55,light rain
846,The Pas,53.8251,-101.2541,39.22,70,90,18.41,,CA,2021-10-24 22:44:57,overcast clouds
847,Zigong,29.3416,104.7769,60.48,78,100,0.63,,CN,2021-10-24 22:48:56,overcast clouds
848,Hasaki,35.7333,140.8333,54.0,51,27,8.63,,JP,2021-10-24 22:48:56,scattered clouds
849,Pangkalanbuun,-2.6833,111.6167,75.56,92,25,1.1,,ID,2021-10-24 22:48:56,light rain
850,Ilulissat,69.2167,-51.1,21.22,58,75,14.97,,GL,2021-10-24 22:46:10,broken clouds
851,Mehamn,71.0357,27.8492,25.99,81,75,7.45,,NO,2021-10-24 22:48:57,broken clouds
852,Aloleng,16.1307,119.7824,80.26,76,100,4.74,,PH,2021-10-24 22:46:51,overcast clouds
853,Kruisfontein,-34.0033,24.7314,49.89,82,0,3.24,,ZA,2021-10-24 22:48:57,clear sky
854,Leningradskiy,69.3833,178.4167,7.68,90,100,6.93,,RU,2021-10-24 22:48:58,overcast clouds
855,Vrangel,42.7297,133.0839,49.46,75,0,3.94,,RU,2021-10-24 22:48:58,clear sky
856,Kiunga,-6.1219,141.2906,77.38,85,100,0.43,,PG,2021-10-24 22:48:58,overcast clouds
857,Almeirim,-1.5233,-52.5817,81.0,69,73,5.64,,BR,2021-10-24 22:48:59,broken clouds
858,Port Macquarie,-31.4333,152.9167,70.9,63,16,3.49,,AU,2021-10-24 22:48:59,few clouds
859,Codrington,-38.2667,141.9667,54.01,63,92,12.3,,AU,2021-10-24 22:49:00,overcast clouds
860,Soyo,-6.1349,12.3689,76.86,84,91,9.31,,AO,2021-10-24 22:49:00,light rain
861,Cururupu,-1.8283,-44.8683,77.47,87,17,3.98,,BR,2021-10-24 22:49:00,few clouds
862,Krasnyy Chikoy,50.3643,108.7512,27.14,84,27,2.86,,RU,2021-10-24 22:49:01,scattered clouds
863,Carnarvon,-24.8667,113.6333,68.07,73,75,12.66,,AU,2021-10-24 22:44:39,broken clouds
864,Pacific Grove,36.6177,-121.9166,68.2,84,90,8.01,,US,2021-10-24 22:49:02,light rain
865,Cravo Norte,6.3017,-70.2041,81.9,70,97,7.18,,CO,2021-10-24 22:49:02,light rain
866,Glomfjord,66.8167,13.9667,37.2,96,100,8.46,,NO,2021-10-24 22:49:03,light rain
867,Sobolevo,54.4299,31.8996,29.19,89,26,5.1,,RU,2021-10-24 22:49:03,scattered clouds
868,Nador,35.174,-2.9287,62.85,88,0,3.44,,MA,2021-10-24 22:49:04,clear sky
869,Yar-Sale,66.8333,70.8333,22.96,79,23,13.89,,RU,2021-10-24 22:49:04,few clouds
870,Hamilton,39.1834,-84.5333,74.25,88,1,1.01,,US,2021-10-24 22:44:06,clear sky
871,Gwadar,25.1216,62.3254,77.61,68,0,2.62,,PK,2021-10-24 22:49:05,clear sky
872,Hammerfest,70.6634,23.6821,27.05,74,0,6.91,,NO,2021-10-24 22:49:05,clear sky
873,Dandong,40.1292,124.3947,46.17,83,1,2.24,,CN,2021-10-24 22:49:05,clear sky
874,Pangnirtung,66.1451,-65.7125,21.07,91,92,2.01,,CA,2021-10-24 22:44:42,overcast clouds
875,Kalmunai,7.4167,81.8167,77.83,85,100,6.4,,LK,2021-10-24 22:46:34,overcast clouds
876,Inta,66.0317,60.1659,25.59,96,100,9.6,,RU,2021-10-24 22:49:06,light snow
877,Ahipara,-35.1667,173.1667,66.7,69,13,4.32,,NZ,2021-10-24 22:46:22,few clouds
878,Husavik,66.0449,-17.3389,39.11,95,100,15.23,,IS,2021-10-24 22:44:08,overcast clouds
879,Dali,25.7,100.1833,55.71,92,68,4.23,,CN,2021-10-24 22:49:07,broken clouds
880,Mishan,45.55,131.8833,42.76,62,0,4.61,,CN,2021-10-24 22:49:07,clear sky
881,Marzuq,14.4,46.4667,70.36,22,2,1.45,,YE,2021-10-24 22:49:07,clear sky
882,Vao,-22.6667,167.4833,70.65,69,19,11.34,,NC,2021-10-24 22:49:08,few clouds
883,Saint-Philippe,-21.3585,55.7679,72.99,85,48,16.33,,RE,2021-10-24 22:44:45,scattered clouds
884,Correntina,-13.3433,-44.6367,77.41,68,98,2.06,,BR,2021-10-24 22:49:08,overcast clouds
885,Riyadh,24.6877,46.7219,75.34,23,0,6.93,,SA,2021-10-24 22:49:09,clear sky
886,Te Anau,-45.4167,167.7167,61.27,79,99,2.37,,NZ,2021-10-24 22:49:09,overcast clouds
887,Coquimbo,-29.9533,-71.3436,60.53,77,0,12.66,,CL,2021-10-24 22:49:10,clear sky
888,La Roda,39.2167,-2.15,55.9,41,0,0.58,,ES,2021-10-24 22:46:30,clear sky
889,Cairns,-16.9167,145.7667,85.95,67,14,5.75,,AU,2021-10-24 22:48:22,few clouds
890,Karlshamn,56.1706,14.8619,48.69,84,50,10.31,,SE,2021-10-24 22:49:10,scattered clouds
891,Whitehorse,60.7161,-135.0538,39.02,69,20,5.99,,CA,2021-10-24 22:49:11,few clouds
892,Murray Bridge,-35.1167,139.2667,59.43,54,0,5.64,,AU,2021-10-24 22:49:11,clear sky
893,Wabrzezno,53.2799,18.9477,38.82,84,43,8.61,,PL,2021-10-24 22:45:18,scattered clouds
894,Vangaindrano,-23.35,47.6,74.39,95,82,6.98,,MG,2021-10-24 22:49:11,light rain
895,North Bend,43.4065,-124.2243,59.92,80,90,20.71,,US,2021-10-24 22:49:12,overcast clouds
896,Pemberton,50.3164,-122.8027,47.89,98,100,3.71,,CA,2021-10-24 22:45:17,overcast clouds
897,Quatre Cocos,-20.2078,57.7625,74.08,73,87,12.41,,MU,2021-10-24 22:48:15,overcast clouds
898,Bathsheba,13.2167,-59.5167,81.21,78,40,21.85,,BB,2021-10-24 22:46:02,scattered clouds
899,Lebedinyy,58.5167,125.5167,29.55,92,100,10.63,,RU,2021-10-24 22:49:12,light snow
900,Kahului,20.8947,-156.47,85.26,70,20,24.16,,US,2021-10-24 22:48:12,few clouds
901,Fethiye,36.6217,29.1164,66.07,46,20,6.6,,TR,2021-10-24 22:49:13,few clouds
902,Tutubigan,11.8397,125.0614,76.95,93,98,1.9,,PH,2021-10-24 22:49:13,overcast clouds
903,Khartoum,15.5518,32.5324,89.02,27,3,18.57,,SD,2021-10-24 22:49:14,clear sky
904,Constitucion,-35.3333,-72.4167,56.95,82,2,15.93,,CL,2021-10-24 22:49:14,clear sky
905,Linxia,35.6003,103.2064,42.96,75,70,2.33,,CN,2021-10-24 22:49:14,broken clouds
906,Tres Picos,15.8667,-93.5333,82.92,81,41,5.32,,MX,2021-10-24 22:49:15,scattered clouds
907,Saiha,22.4833,92.9667,64.06,83,10,2.91,,IN,2021-10-24 22:49:15,clear sky
908,Coihaique,-45.5752,-72.0662,46.35,87,90,4.61,,CL,2021-10-24 22:46:02,heavy intensity rain
909,Inhambane,-23.865,35.3833,73.08,89,99,4.09,,MZ,2021-10-24 22:49:16,overcast clouds
910,Gat,31.61,34.7642,68.81,100,0,2.8,,IL,2021-10-24 22:49:17,clear sky
911,Mountain Home,43.133,-115.6912,52.11,100,75,26.46,,US,2021-10-24 22:47:05,moderate rain
912,Vestmannaeyjar,63.4427,-20.2734,44.82,90,100,6.82,,IS,2021-10-24 22:49:17,overcast clouds
913,Gornopravdinsk,60.05,69.9,36.99,97,100,5.28,,RU,2021-10-24 22:49:18,light rain
914,Seymchan,62.8833,152.4333,6.03,79,100,2.75,,RU,2021-10-24 22:49:18,overcast clouds
915,Sayanogorsk,53.0875,91.3997,45.3,83,100,5.64,,RU,2021-10-24 22:49:18,overcast clouds
916,Setermoen,68.861,18.3486,32.11,71,100,5.01,,NO,2021-10-24 22:49:19,overcast clouds
917,Pithoragarh,29.5833,80.2167,46.53,90,23,3.56,,IN,2021-10-24 22:49:19,few clouds
918,Sandpoint,48.2766,-116.5533,51.49,85,90,9.22,,US,2021-10-24 22:49:20,light intensity drizzle
919,Srednekolymsk,67.45,153.6833,-2.0,86,100,1.83,,RU,2021-10-24 22:49:20,overcast clouds
920,Hirara,24.8,125.2833,76.86,78,40,8.05,,JP,2021-10-24 22:44:53,scattered clouds
921,Tiarei,-17.5333,-149.3333,75.22,92,100,14.18,,PF,2021-10-24 22:49:20,light rain
922,Arraial Do Cabo,-22.9661,-42.0278,71.01,96,100,14.12,,BR,2021-10-24 22:49:21,light rain
923,Nazca,-14.8333,-74.95,73.69,42,1,6.04,,PE,2021-10-24 22:49:21,clear sky
924,Fereydunshahr,32.941,50.121,34.43,69,0,2.71,,IR,2021-10-24 22:49:22,clear sky
925,Thompson,55.7435,-97.8558,32.16,86,75,3.44,,CA,2021-10-24 22:47:51,light shower snow
926,Polaniec,50.4332,21.2812,40.21,76,45,6.31,,PL,2021-10-24 22:49:22,scattered clouds
927,Piacabucu,-10.4056,-36.4344,78.4,81,63,12.5,,BR,2021-10-24 22:49:23,broken clouds
928,Port Lincoln,-34.7333,135.8667,56.79,64,0,15.23,,AU,2021-10-24 22:49:04,clear sky
929,Kaitangata,-46.2817,169.8464,61.54,68,92,4.72,,NZ,2021-10-24 22:49:23,overcast clouds
930,Broken Hill,-31.95,141.4333,55.11,44,0,10.36,,AU,2021-10-24 22:49:24,clear sky
931,Cherskiy,68.75,161.3,-13.23,98,29,4.74,,RU,2021-10-24 22:49:24,scattered clouds
932,Nishihara,26.1842,127.7558,74.48,73,20,9.22,,JP,2021-10-24 22:49:25,few clouds
933,Camacha,33.0833,-16.3333,67.42,64,40,8.05,,PT,2021-10-24 22:45:12,scattered clouds
934,Slave Lake,55.2834,-114.769,37.38,100,90,12.66,,CA,2021-10-24 22:45:17,mist
935,Abeche,13.8292,20.8324,82.98,23,16,14.92,,TD,2021-10-24 22:49:25,few clouds
936,West Bay,19.3667,-81.4167,86.07,76,20,5.01,,KY,2021-10-24 22:49:25,few clouds
937,Lewiston,44.1003,-70.2148,49.48,63,1,4.61,,US,2021-10-24 22:49:26,clear sky
938,Fort-De-France,14.6089,-61.0733,82.42,55,20,11.5,,MQ,2021-10-24 22:49:26,few clouds
939,Longyearbyen,78.2186,15.6401,19.24,73,75,3.44,,SJ,2021-10-24 22:47:08,broken clouds
940,Itaituba,-4.2761,-55.9836,80.76,83,20,5.75,,BR,2021-10-24 22:49:26,few clouds
941,Iquique,-20.2208,-70.1431,62.64,75,36,1.05,,CL,2021-10-24 22:49:27,scattered clouds
942,Namtsy,62.7161,129.6658,32.11,98,100,3.33,,RU,2021-10-24 22:49:27,overcast clouds
943,Barra Do Corda,-5.5,-45.25,82.08,69,99,1.74,,BR,2021-10-24 22:49:28,overcast clouds
944,Kollam,8.8833,76.6,78.67,90,99,6.15,,IN,2021-10-24 22:45:52,overcast clouds
945,Bestobe,52.4994,73.0975,46.06,45,98,18.61,,KZ,2021-10-24 22:49:28,overcast clouds
946,Aguimes,27.9054,-15.4461,68.63,69,75,10.36,,ES,2021-10-24 22:49:28,broken clouds
947,Byron Bay,-28.65,153.6167,75.15,69,47,5.08,,AU,2021-10-24 22:49:29,scattered clouds
948,Rockford,42.2711,-89.094,47.66,86,100,20.36,,US,2021-10-24 22:48:11,overcast clouds
949,Sorland,67.667,12.6934,45.57,96,100,19.06,,NO,2021-10-24 22:49:29,light rain
950,Puteyets,65.1716,57.091,26.91,93,100,4.5,,RU,2021-10-24 22:49:29,overcast clouds
951,Antalaha,-14.9003,50.2788,73.76,90,96,4.25,,MG,2021-10-24 22:49:30,overcast clouds
952,Caucaia,-3.7361,-38.6531,82.35,74,0,8.05,,BR,2021-10-24 22:49:30,clear sky
953,Zhigansk,66.7697,123.3711,8.62,98,78,6.08,,RU,2021-10-24 22:46:34,broken clouds
954,Osypenko,46.9136,36.8253,44.83,84,25,11.18,,UA,2021-10-24 22:49:31,scattered clouds
955,Lianran,24.9227,102.485,54.14,97,100,3.0,,CN,2021-10-24 22:49:31,overcast clouds
956,Tromso,69.6496,18.957,33.39,69,0,3.44,,NO,2021-10-24 22:48:50,clear sky
957,Biak,-0.9131,122.8766,79.5,68,71,2.42,,ID,2021-10-24 22:49:32,broken clouds
958,Viedma,-40.8135,-62.9967,75.61,24,40,26.51,,AR,2021-10-24 22:47:13,scattered clouds
959,Lagoa,39.05,-27.9833,66.2,74,25,8.41,,PT,2021-10-24 22:46:15,scattered clouds
960,Perle,49.8117,5.7658,40.98,96,0,3.22,,LU,2021-10-24 22:49:32,clear sky
961,Meadow Lake,34.8014,-106.5436,77.49,17,3,17.56,,US,2021-10-24 22:49:33,clear sky
962,Saint-Leu,-21.15,55.2833,72.46,88,51,3.65,,RE,2021-10-24 22:49:33,broken clouds
963,Szaszvar,46.2767,18.3757,41.36,67,0,4.68,,HU,2021-10-24 22:49:33,clear sky
964,Chunoyar,57.4467,97.3217,39.42,78,86,11.25,,RU,2021-10-24 22:49:34,overcast clouds
965,Rocky Mountain House,52.3668,-114.9188,51.91,50,50,13.8,,CA,2021-10-24 22:49:23,scattered clouds
966,Rio Gallegos,-51.6226,-69.2181,48.25,27,0,31.07,,AR,2021-10-24 22:49:34,clear sky
967,Torbay,47.6666,-52.7314,54.68,87,90,26.46,,CA,2021-10-24 22:45:42,very heavy rain
968,Lulea,65.5842,22.1547,39.27,93,90,5.75,,SE,2021-10-24 22:49:35,light rain
969,Solnechnyy,50.7214,136.6319,36.86,80,7,3.29,,RU,2021-10-24 22:49:35,clear sky
970,Iracoubo,5.4802,-53.2011,78.1,91,99,9.71,,GF,2021-10-24 22:49:36,moderate rain
971,Sorong,-0.8833,131.25,81.0,82,99,7.25,,ID,2021-10-24 22:49:36,overcast clouds
972,Rolla,37.9514,-91.7713,76.01,66,90,8.99,,US,2021-10-24 22:45:11,overcast clouds
973,Desaguadero,-16.5656,-69.0417,56.14,34,55,6.17,,PE,2021-10-24 22:49:36,broken clouds
974,Margate,51.3813,1.3862,58.3,89,95,1.99,,GB,2021-10-24 22:49:37,overcast clouds
975,Muros,42.7762,-9.0603,59.09,92,33,2.21,,ES,2021-10-24 22:49:37,scattered clouds
976,Belmonte,-15.8631,-38.8828,77.5,90,48,7.9,,BR,2021-10-24 22:49:37,scattered clouds
977,Iquitos,-3.7481,-73.2472,91.44,62,20,4.61,,PE,2021-10-24 22:49:38,few clouds
978,Djibo,14.1022,-1.6306,87.28,43,21,7.83,,BF,2021-10-24 22:49:38,few clouds
979,Key West,24.5557,-81.7826,86.0,74,1,5.75,,US,2021-10-24 22:49:38,clear sky
980,Abu Samrah,35.3029,37.1841,63.03,65,0,3.94,,SY,2021-10-24 22:49:39,clear sky
981,Jha Jha,24.7667,86.3667,73.42,67,55,3.31,,IN,2021-10-24 22:49:39,broken clouds
982,Vila,42.0304,-8.1588,51.93,93,80,1.5,,PT,2021-10-24 22:49:39,broken clouds
983,Kavieng,-2.5744,150.7967,84.47,68,61,10.18,,PG,2021-10-24 22:49:40,broken clouds
984,Thap Than,15.4606,99.8917,71.55,93,83,2.95,,TH,2021-10-24 22:49:40,broken clouds
985,Verkhnyaya Inta,65.9811,60.3094,25.57,96,100,9.62,,RU,2021-10-24 22:49:41,light snow
986,Suntar,62.1444,117.6319,34.02,98,100,6.51,,RU,2021-10-24 22:48:03,light rain
987,Port-Gentil,-0.7193,8.7815,78.76,89,75,8.05,,GA,2021-10-24 22:47:30,light rain
988,Greencastle,39.6445,-86.8647,73.51,97,40,8.05,,US,2021-10-24 22:49:41,mist
989,Ca Mau,9.1769,105.15,75.51,94,100,4.5,,VN,2021-10-24 22:49:41,overcast clouds
990,Mogadishu,2.0371,45.3438,79.27,81,44,14.16,,SO,2021-10-24 22:49:42,scattered clouds
991,Umred,20.85,79.3333,68.29,67,5,3.44,,IN,2021-10-24 22:49:42,clear sky
992,Cap-Aux-Meules,47.3821,-61.8597,50.05,93,90,24.16,,CA,2021-10-24 22:49:42,mist
993,Ayagoz,47.9714,80.4392,35.31,44,5,7.18,,KZ,2021-10-24 22:49:43,clear sky
994,Aragarcas,-15.8975,-52.2508,70.66,89,100,2.82,,BR,2021-10-24 22:49:43,overcast clouds
995,Malm,64.0721,11.2172,49.78,96,100,4.68,,NO,2021-10-24 22:49:43,overcast clouds
996,Mitsamiouli,-11.3847,43.2844,78.75,85,9,13.27,,KM,2021-10-24 22:49:44,clear sky
997,Kamaishi,39.2667,141.8833,57.29,63,28,3.76,,JP,2021-10-24 22:49:44,scattered clouds
998,Aksarka,66.5606,67.7975,19.36,89,14,8.77,,RU,2021-10-24 22:49:44,few clouds
999,Harper,4.375,-7.7169,77.47,84,99,7.63,,LR,2021-10-24 22:46:59,overcast clouds
1000,Tessalit,20.1986,1.0114,85.32,20,33,9.69,,ML,2021-10-24 22:46:54,scattered clouds
1001,Dakar,14.6937,-17.4441,79.68,83,0,0.0,,SN,2021-10-24 22:47:28,clear sky
1002,Bumbuna,9.05,-11.7333,72.19,99,76,2.39,,SL,2021-10-24 22:49:45,light rain
1003,Linxi,39.7,118.4333,48.43,71,40,3.91,,CN,2021-10-24 22:49:45,scattered clouds
1004,Dire,12.2833,-10.9667,75.78,89,98,1.63,,ML,2021-10-24 22:49:46,light rain
1005,Praia Da Vitoria,38.7333,-27.0667,66.45,82,20,8.97,,PT,2021-10-24 22:47:07,few clouds
1006,Pokhara,28.2333,83.9833,59.68,63,0,6.64,,NP,2021-10-24 22:49:46,clear sky
1007,Coos Bay,43.3665,-124.2179,59.99,80,90,20.71,,US,2021-10-24 22:49:47,overcast clouds
1008,Luderitz,-26.6481,15.1594,59.32,71,0,2.64,,NA,2021-10-24 22:49:47,clear sky
1009,Porbandar,21.6422,69.6093,77.79,66,0,5.32,,IN,2021-10-24 22:49:48,clear sky
1010,Brownsburg,39.8434,-86.3978,64.74,93,90,4.61,,US,2021-10-24 22:49:48,mist
1011,Henties Bay,-22.116,14.2845,58.86,89,0,5.12,,NA,2021-10-24 22:46:47,clear sky
1012,Tete,-16.1564,33.5867,89.69,40,0,18.01,,MZ,2021-10-24 22:49:48,clear sky
1013,Alekseyevsk,57.8406,108.3492,38.3,97,100,11.25,,RU,2021-10-24 22:49:49,light rain
1014,Allentown,40.6084,-75.4902,57.06,77,90,0.0,,US,2021-10-24 22:49:24,overcast clouds
1015,Smithers,54.7804,-127.1743,35.92,80,75,4.61,,CA,2021-10-24 22:49:49,light rain
1016,Kupang,-10.1667,123.5833,81.18,83,20,2.3,,ID,2021-10-24 22:49:49,few clouds
1017,Gravdal,68.1214,13.5031,39.27,95,100,16.87,,NO,2021-10-24 22:49:50,light rain
1018,Dezhou,37.4486,116.2925,49.1,73,20,7.34,,CN,2021-10-24 22:49:50,few clouds
1019,Lompoc,34.6391,-120.4579,71.69,79,90,6.91,,US,2021-10-24 22:49:50,mist
1020,Avera,33.194,-82.5271,73.71,52,95,4.41,,US,2021-10-24 22:49:51,overcast clouds
1021,Touros,-5.1989,-35.4608,81.5,72,23,14.36,,BR,2021-10-24 22:45:36,few clouds
1022,Dingle,10.9995,122.6711,77.94,89,99,1.92,,PH,2021-10-24 22:49:51,overcast clouds
1023,Guerrero Negro,27.9769,-114.0611,69.48,61,0,16.02,,MX,2021-10-24 22:49:52,clear sky
1024,San Quintin,30.4833,-115.95,66.78,70,12,16.89,,MX,2021-10-24 22:49:52,few clouds
1025,Rafai,4.95,23.9167,68.58,100,100,1.92,,CF,2021-10-24 22:49:52,light rain
1026,Pringsewu,-5.3582,104.9744,74.21,97,83,2.55,,ID,2021-10-24 22:49:53,broken clouds
1027,Taoudenni,22.6783,-3.9836,86.04,17,10,9.89,,ML,2021-10-24 22:46:52,clear sky
1028,Lovozero,68.005,35.0117,22.89,87,15,9.01,,RU,2021-10-24 22:49:53,few clouds
1029,Saint-Augustin,51.226,-58.6502,44.87,87,100,24.11,,CA,2021-10-24 22:49:53,overcast clouds
1030,Aquiraz,-3.9014,-38.3911,82.49,75,8,9.51,,BR,2021-10-24 22:49:54,clear sky
1031,Aketi,2.7388,23.7833,67.93,99,100,0.98,,CD,2021-10-24 22:49:54,light rain
1032,Ponta Delgada,37.7333,-25.6667,63.32,77,20,6.91,,PT,2021-10-24 22:49:54,few clouds
1033,Neringa,55.3719,21.0647,50.07,79,87,18.48,,LT,2021-10-24 22:49:55,overcast clouds
1034,Grand-Santi,4.25,-54.3833,76.57,89,83,3.8,,GF,2021-10-24 22:49:55,heavy intensity rain
1035,Cherepovets,59.1333,37.9,29.08,85,21,6.96,,RU,2021-10-24 22:49:55,few clouds
1036,Kisesa,-3.0833,34.15,75.78,46,92,9.1,,TZ,2021-10-24 22:49:56,overcast clouds
1037,Aklavik,68.2191,-135.0107,22.03,93,97,2.24,,CA,2021-10-24 22:45:21,overcast clouds
